VISIT_AREA_TYPE_CD,VISIT_AREA_NM
4,CU 백조 예미 지점
4,용바위 식당
4,속초 항아리 물회
11,포 코스 베이글
1,백담계곡
11,텐 퍼센트 커피 창원 무동점
13,매미성
11,서피 버거
24,또 와르 키즈 풀빌라
13,칠천도
1,가덕도
11,더지노
3,MASSAN 갤러리
11,아워 리프
1,엑스더 스카이
11,스테이크어스 애플사상점
11,영자네 추어탕
4,사남농협 하나로마트
24,Y1 펜션
5,남일대해수욕장
11,천 전 휴게실
22,삼게 대동아파트 관리사무소
13,허심청 호텔농심
11,금산 산장
24,설흘재
9,중앙로 역 대구 1호선
11,대한 콩국 대구역점(대구 중구 중앙대로 464-8)
11,꼬지 짱 동성로 직영점
11,맨션 5
24,넘버 25호텔 대구역점
11,삼미 갈비찜
11,물 베기 한정식
4,MRNW
3,서문시장
10,동광양 농협 하나로마트 광영점
24,미류
12,남해 독일마을
9,왕십리역 수인 분당선
10,씨씨 할인마트
11,달기 춘천 닭갈비
24,아망떼펜션
3,남이섬 나미 콩쿠르 갤러리
11,락이 옥 베트남 쌀국수
11,금리 횟집
11,할미 집
11,카페슬로
11,솔향 초당순두부
1,부용대
24,윗집 2호
11,밀레니엄 안동찜닭
7,월영교
1,예끼 마을
4,아차가
11,봉포감자탕뼈찜
24,메이플 하우스
10,브레드 팜 고성점
6,소노펠리체 델피노
2,미시령
2,매바위 인공폭포
2,동국대학교만 해마을
12,울산원예농협 하나로마트
1,스타에 이하 동
11,비바체리조트 레스토랑
11,열 로우 박스 365
5,하동 알프스 레포츠
12,펫 조이 애견카페
11,김밥나라 청학점
10,모 브랜드 남양주 별내점
11,레몽
6,아카이 샌드파인 수영장
11,BBQ 강릉 라카 유리조트 실내 출점
10,GS25 경포 라카 이점
11,아카이 샌드파인 레스토랑
3,그대 나의 뮤즈 반 고흐 to 마티스
11,다이닝 크랩
11,바다 쌈밥 찐 짬뽕
24,설리와 카라반
1,농가 섬
24,아미 카사 펜션
1,강릉 솔향수목원
5,사근 긴 해변
7,사근 진해 중공원 전망대
11,홍천 사랑 말 한우 식당 홍천점
12,드라마[가을동화] 촬영지
24,속초 아이파크스위트호텔 앤 레지던스
11,속초 해풍 2호점
11,김밥 냠냠
11,한옥 닭갈비 막국수
4,불리비의 원 하남미사점
11,킹콩 부대찌개 강동 둔촌점
4,캠프 8
4,슬로 벗 베럴
10,서호천 농협 하나로마트 본점
8,홍천종합운동장
2,수타사 농촌테마공원
3,홍천 미술관
24,춘천 벨라 시티
11,그 다방
24,몰디브 모텔
11,충청도 혜숙이네 횟집
4,P.E.I 커피
11,열정 국밥집
11,사천 게장 집
4,쿠이
4,TROUBADOUR 서면점
4,코엔 클로
8,하동 술상 맛 전어축제
1,덕천강
2,정각사
2,남사예담촌
2,문익점 면화 시배지
11,뚱보 화로 불고기
10,합천 가야 농협 하나로마트 본점
1,각 사교
11,백담 황태구이
11,화진포 박포수가 든
11,투썸플레이스 거진농협 현내점
24,고성 금강산콘도
13,마차진 해변
11,고성 금강산콘도 바비큐장
3,통일전망대 출입 시고 소
3,통일전망대
11,커피 플랫폼 188
11,뚜레 한우 홍천 본점
9,초량 밀면
11,스테이트
4,슬로 뮤지엄
4,그믐달 셀프스튜디오 점포 사잇길
24,엘본 더 스테이
11,엔제리너스 속초 터미널 TO 점
24,화강 황토펜션
8,철원과 강다슬 기축 제
11,김밥 365
9,(주) 경인 석유 고속도로 동명(뷰성) 주유소
4,가야산 돼지국밥
4,오드 커피나
12,(주) 서 온 유통 탑 마트 신촌점
24,예진 스테이
11,퇴로 정에 마실
1,밀양 연꽃 단지
13,트윈 터널
24,헤이븐 강촌점
11,문담 물회 국수
11,카페 청호동
6,스파크 랜드 대관람차
11,샌디 레이크
11,롤러 커피
11,재키 브라운
7,김광석 다시 그리기 길
11,오가닉 모각
11,구르메 쇼쿠도
1,아양교역 대구 1호선
3,부경대학교 대학극장
11,연어바치
4,오프
11,포케 올 데이 광안점
12,양양 렌터카
24,일출 펜션
11,하조 맛 식당
1,광진 해변
1,에센에 아
11,백씨네
11,카페 양양
5,부산요트투어
11,마가 만두
11,팽 여사 돼지국밥
11,네라 하 21카페
11,병선마당 충무김밥
11,경정 횟집
1,경정해수욕장
11,바닷소리 카페
11,은파 횟집
11,그리가다
9,단양팔경 휴게소
24,영덕 바다펜션
9,서대구 역
10,장보고 식자재마트 감삼점
11,보백관 본점
11,커피베이 영덕 장사해수욕장점
9,풍산역 경의중앙선
11,심춘옥청국장
11,허 씨 커피
24,페리가 92 키즈 가족 스파 펜션
11,다경 횟집
10,팡파미유
4,주문진 종합시장
1,교문암
11,삼다도 횟집
11,황촌
24,황남관
4,국보 31호
11,신경주역
12,이가리 닻 전망대
12,영일 대전 망대
11,구룡포 홍게 칼국수
12,호미곶
9,한국고속도로 휴게시설 협회 오창
9,경기도 이천시 모가면 신갈리 산 15-13
11,신 대게나라
11,카페 리비에라
24,예담 펜션
7,영진해변
1,강릉시 안현동 산 61-3
11,강릉 닭강정
11,강릉 샌드 초당 직영점
2,성류굴
11,후포리 백년식당
6,고래불해수욕장
24,서밋 베이 속초
11,가평휴게소 춘천 방향
12,홍천 휴게소 양양 방향
11,됐고 연탄한 우실 비
11,범바위 막국수
24,동해 호텔 미
10,서클 circle6호
9,버스
11,동해 닭갈비 천곡점
10,CU 동해 천곡공원점
11,브라더 양 꼬치
11,삽교리 동치미 막국수 동해점
13,천곡 황금박쥐동굴
13,연필 뮤지엄
11,커피 빈
11,올 오버 키친
13,안동 하회마을
11,나드리김밥 경북도청점
24,해운대 블루 스토리 호텔
10,고래가 어묵 해운대점
10,아모레 부산
1,매바위 인공폭포
1,마차진 해변
11,게 섰거라 무한리필
11,양반 댁 함흥냉면
11,유정 춘천 닭갈비 막국수 다산 본점
24,아비오 호텔
11,월성 식당
7,카페 알베르 인근
24,복현 푸르지오 아파트
11,해피 치즈 스마일 명덕점
4,뉴욕 통닭
11,슬로 터틀 약전 골목점
4,대구 약전골목
1,경북대학교 대구캠퍼스
3,경북대학교 미술관 전관
11,도토리원 돈가스
11,스타벅스 경북대점
9,삼송 빵집 동대구 역사점
11,거북이밀크바
11,수빈이 네 찜
4,속초 아이
11,더 벤티 속초해변점
24,이비스 앰배서더호텔 부산시티센터점
5,서프 홀릭 빌리지
11,이 모산 곰장어
11,자갈치 1호 서면 본점
11,가야포차선지국밥 서면 전포점
13,KTG 상상마당 부산
11,쉽커피
9,마장휴게소 주차장
9,충주휴게소 창원방향
24,춘추관
10,황박사경주쫀듸기
10,오고 스튜디오
10,황리단쫀듸기
9,경주 황룡사 역사문화관 주차장
10,미묘한
10,대릉원 예술창고
10,꽈페 경주
11,써니 밥상
9,추풍령 휴게소 서울 방향
8,대전시 축제
10,성심당 본점
11,타르타르 대전 대흥점
9,현대 유료주차장
9,성한 주유소
9,노상 공영주차장
24,선녀 펜션
11,브라더후드
24,바다 여울
7,장호항 전망대
4,장호 용화 관광랜드
2,환선굴
11,동취
24,낭만 저택
4,ego 카페
24,휘게 앤 노빌레
11,오프 더 월
11,여수 횟집
10,남정 부일 기사식당
24,BLANC
11,강릉 동화 가든 짬뽕 순두부 속초점
11,노매드
13,허성호 배낚시 전문
24,더블 루테라 호텔
1,자작도해수욕장
11,대만족 본점
7,대포항
8,양양전통시장 양양 오일장
1,중광전 해수욕장
13,개 배 선착장 아바이마을
24,자자 펜션
11,서원 커피 랩
11,토담 막국수
11,평창한우마을 면온점
11,느리고
1,대관령 삼양목장
12,양평 휴게소 광주방향
11,맛이 부자 튀김 맛집
11,앤 커 이 스토리
24,제임스 블루 게스트하우스
11,맥도날드 속초 DT 점
1,아바이마을 벽화골목
11,가평휴게소 서울 방향
11,우리 횟집
1,구룡포 바다
11,모리 커피 포항 구룡포점
1,보현리 절골 풍경
11,미소야 김천으로 제니 아점
11,카페 유자
6,남해 보물섬 전망대
1,송정솔바람해수욕장
24,물멍스테이
7,상주은모래비치 포토 스폿
11,대중식당
24,울산시티 호텔
11,류센소 울산점
4,오션 페어리
11,숙성도 마 울산 삼산점
11,떡볶이가 좋다
4,울산 중구 문화의 거리
11,카페 머물다
4,수봉 반점
12,대구 큰 사랑요양병원
11,수봉 반점
7,뷔벽화
11,오커피샵
11,풍요
1,아양철교
11,바비레드 대구점
1,클럽 디 오아시스
10,라이언 홀리데이 인 부산
9,부암역 부산 2호선
11,하삼도 커피 해운대점
11,1964백 미당 신라스테이 부산점
2,떼루아 드라마 세트장
2,다르리 벽화마을
4,티욤핑크
11,볼스
10,오월 상점 부산점
10,나락 서점
10,샵메이커즈
11,온 밥
10,책방 오월
11,H 에비뉴 광안리 해변점
11,안목
10,교보문고 부산점
24,스테이웰호텔
11,공 순대
11,남포 양 곱창 센터
4,부평 깡통시장 상인회
4,남포동 포장마차 거리
5,보현산댐 짚와이어
11,보현산댐 전망대
11,숲속 안골길
4,삼송 꾼 만두 영천 본점
11,편대장 영화식당 영천 본점
24,더 베스트 호텔
13,보현산 천문대 주차장
11,유생촌 영천점
13,카페 린
9,장안 휴게소 울산 방향
11,바람의 핫도그 본점
11,뱃말 칼국수 김밥 거제 학동점
11,책방 익힘
5,덕포랜드 씨 라인
24,웨스트포트
11,예이제게장백반 본점
12,매미성
11,충남 식당
11,홀드 커피
10,경주 십원빵
12,코오롱호텔 경주 사우나
11,코오롱호텔 경주 조식
11,고향 밀면
10,단서가 찰보리빵 황오점
10,낙동강 구미 휴게소 상주방향
11,이태원 왕갈비
11,산토닌아 커피
1,남대천
11,오유 카페 마산 본점
6,스파 더 스페이스
11,신포 장어
24,덴다 스타 마산 어시 장점
4,맛있는 바다여행 수산
11,아구 왕창 알곤이 찜 마산 본점
11,시티 베이
6,속초 아이 대관람차
7,속초 등대
24,브라운 도트 호텔 강릉역점
11,강원옥
24,애스턴 호텔 춘천
11,그 테이블
11,낭만 춘천 숯불닭갈비
11,네버 네버
11,보문각
11,스마일 카페
9,황남 공영주차장
4,키와
4,소소 밀밀 황남점
4,가마솥 족발
24,브라운 도트 보문점
4,황남 옥수수 황리단길점
10,천년 마트
10,황남 샌드 기념품 가게
24,온화가
11,강릉 홍게 무한리필
7,송정해변
4,강문해변
11,강릉 염전 조개구이
24,우리집
9,동남 주차장
11,외갓집
5,서프 로드
11,해운대 31cm 해물칼국수 본점
12,GS25 부산역점
1,송정 숲
11,땡초김밥 가좌 호탄점
11,망경제과
13,벡스코 제2전시장
11,투썸플레이스 부산 벡스코점
11,오래된 할미 가야 밀면
11,강릉 김밥 용지 각 본점
24,호텔 라나
11,초당쌍포크
24,숙소 에어비앤비
11,충무 할미 김밥 학동점
11,머 그 학동 카페
10,사 등 농협 하나로마트 본점
11,그루브인
10,이마트 포항이동점
11,메가 MGC 커피 경포해수욕장점
9,SK 렌터카 구로지점
10,문프룻
24,남이섬 22스파 풀빌라
6,이탈리아 마을 피노키오와 다빈치
11,사트레봉 청평 호수점
1,아침 고요수목원
11,청평 호반 닭갈비 막국수 청평 본점
9,내린천 휴게소
11,하조대 횟집
5,매직 카펫 라이드 써 프
11,만월도
24,매직 카펫 라이드 써 프 게스트하우스
11,천 선 식당
11,배배 젤라또
24,루카스 펜션
7,매미성
11,매미 면가 매미성 본점
24,아스티 호텔 부산
11,이디야커피 부산 태종대점
11,한 어부의 고등 사랑
2,국제시장
24,한화리조트 백암 온천
7,후포 등이 산 공원
11,후포리 백 년 식당
13,한화리조트 백암 온천 온천사우나
13,한화리조트 백암 온천 족욕장
11,바로 이 집
11,신잠
11,비사이드 그라운드
11,회 바라기
11,카모메
11,꽃돼지 옛날 김치찌개
11,맥도날드 울산 옥현점
11,월영당
13,안동민속촌
12,안동대학교
8,월영교
5,문경 산악바이크
5,진남교
11,문경약돌돼지 참나무 장작구이
11,코지 하우스
24,금원산자연휴양림
11,프랭크 버거 경남 사천점
13,항공 우주 박물관 항공 우주관
4,앵커 커피
24,히든 벨리펜션
10,평창 마트
7,펜션 앞 산책 및 줍기
13,무이리 계곡
11,일송정
13,피닉스 평창 스토우 파크
3,평창무이예술관
11,라이더스
4,이마트 원주점
11,해녀 수산물 판매장
11,수훈 식당
5,부산요트투어 요트 더 퀸
11,부산댁
11,배스킨라빈스 부산 광안리점
11,수변 최고 돼지국밥 민락 본점
5,황산공원
11,호포 나루
11,블랙업커피 양산점
1,오대산
11,황태회관
10,횡계 유명 통닭
10,수미
24,AM 호텔
6,발왕산 관광 케이블카
11,진부 국밥
11,엘림 커피
11,부석사 가는 길에
11,랜드 컴포트
10,이마트 24 서면 비락점
4,LUFT
11,콩테 무아
10,롯데백화점 부산본점
24,부산 비즈니스호텔
11,(주) 매머드
12,송현 교회
2,목계 서원
24,백선당
11,안동참굳한우
11,등명 맛집
24,그랑블루 모텔
11,교동 식당
11,절뚝 소머리 집
11,데일리 오아시스 강릉점
11,장터촌 두부
9,다대포 해변공원 공영주차장
5,서프 홀릭 다대포
5,다대포해수욕장
7,다대포 해변공원
11,정짓간
24,서프 홀릭 다대포
11,와
3,벡스코 제1전시장 (주류박람회)
11,석수 김밥
11,이디야커피 안양 석수역점
1,삼척항
11,신화 횟집
10,보틀리에 쏠비치 삼척점
10,CU 태백 통리점
4,태백 통리 5일장
11,오리엔
3,강원랜드
4,블랑 도도
11,비뉴
24,h avenue hotel
11,스기무라
11,병천 토종 순대 국밥
1,독락당
11,뷰델카페
11,경주김씨븟
24,강릉관광호텔
4,월화 선물가게
10,GS25 강릉은 학점
3,명주 예술마당
2,강릉 대도호부 관아
11,강릉 식당
10,월화역
4,강릉 중화 짬뽕 빵
4,곰돌이 왕만두
4,예닮 곳간
4,수제어묵 크로켓
11,영해회 식당
4,무사엔
11,진미 막국수
11,연하 카페
1,망경대산 자연휴양림 계곡
1,망경대산 자연휴양림 치유의 숲
2,장릉
11,모란 칡 냉면 양평 해장국
13,자갈치 크루즈
12,자갈치시장 전망대
24,장모님 집
12,장모님 집(숙소)
6,패밀리파크 물놀이장
4,안동청과합자회사
11,풍전 브런치 카페
11,벨라 루니
11,303화덕 송정점
11,순두부 짬뽕 동궁
24,최부가 83한옥펜션
11,토야 고준 오호리 준본 점
11,청수당 경주점
11,동천 부경 숯불갈비
7,분황사
11,고기 마실
1,궁촌 해변
11,마법사 횟집
11,빵명장 삼척해변점
11,피크닉 키키
9,삼척 고속버스터미널
9,해운대 블루라인파크 청사포 정거장
1,밀란 더 마켓
11,밀레니엄 횟집
24,센텀 빅토리아 호텔
11,개미집 광복동 직영점
7,감천문화마을
9,구의역 2호선
24,그리다 강릉
4,강릉 김밥
11,하이 오션 커피
3,경포해수욕장
11,교동 899
7,강릉 월화 거리
11,강릉 고속버스터미널
1,통영 RCE 세자 트라 숲
5,에이 앤 비 더 카트인 통영
11,다연 돼지국밥
11,땡초김밥 통영 죽림점
2,전혁림미술관
3,봄날의 책방
11,몸과 마음
11,오미자 꿀빵 도남점
11,카페 그란데
11,고기 극찬 통영점
10,GS25 통영바다점
2,미래사
13,요가 다반사
11,정화 순대
11,삼분당
1,장사항 바다숲공원
13,삼천포유람선 관광
11,칼국수 명가
3,아래 마루 아쿠아리움 본관
13,사천 아이
1,각산(경남 사천시 실안동 산 2)
3,사 천 문화 재단
11,드베이지
2,백룡동굴 생태체험학습장
1,육백마지기 주차장
11,낙원식당 평창한우마을 본점
24,알펜시아 인터컨티넨탈호텔
3,알펜시아 스키점프 센터 모노레일카 탑승 장
11,스키점프대 라운지
11,동대산 식당
2,오대산 월정사 전나무 숲길
9,롯데 렌터카 대구 단기 지점
4,경주성 동 시장
4,동경주 농협 하나로마트 감포점
24,루나힐풀빌라
11,ego 카페
11,보불어탕명가
11,블루 삭
9,양산휴게소 서울 방향
13,송대말 등대
12,등대 목욕탕
11,한솔 국시
10,동경주 농협 하나로마트 감포점
4,부부 수산
24,경주 엘마르펜션
11,청파
11,선유도원
11,우사기 커피
24,더 베네치아 스위트
